model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 5 Series,2016,17998,Automatic,28695,Diesel,145,53.3,3.0
 X1,2016,19998,Automatic,13085,Diesel,145,55.4,2.0
 3 Series,2018,19998,Semi-Auto,16159,Petrol,145,48.7,2.0
 4 Series,2017,17998,Automatic,43111,Diesel,145,65.7,2.0
 4 Series,2017,21998,Automatic,13941,Petrol,145,48.7,2.0
 4 Series,2017,19998,Semi-Auto,13273,Diesel,145,65.7,2.0
 5 Series,2018,25998,Semi-Auto,24141,Hybrid,140,156.9,2.0
 X4,2019,33998,Semi-Auto,9064,Diesel,150,42.8,2.0
 5 Series,2018,28998,Semi-Auto,26471,Petrol,150,39.2,3.0
 5 Series,2019,27898,Semi-Auto,11871,Diesel,150,62.8,2.0
 5 Series,2017,22998,Semi-Auto,20033,Diesel,150,65.7,2.0
 1 Series,2020,29998,Semi-Auto,934,Diesel,150,48.7,2.0
 4 Series,2019,24998,Semi-Auto,3214,Diesel,150,65.7,2.0
 3 Series,2019,21998,Semi-Auto,11300,Diesel,150,55.4,2.0
 4 Series,2018,20998,Semi-Auto,23358,Diesel,145,65.7,2.0
 3 Series,2016,13998,Semi-Auto,66362,Diesel,30,62.8,2.0
 4 Series,2018,21998,Semi-Auto,15600,Diesel,145,65.7,2.0
 3 Series,2018,16291,Semi-Auto,25329,Petrol,145,51.4,1.5
 3 Series,2014,11891,Semi-Auto,54335,Diesel,30,62.8,2.0
 1 Series,2015,10991,Semi-Auto,45000,Diesel,20,72.4,1.5
 3 Series,2017,17498,Automatic,58080,Hybrid,0,134.5,2.0
 4 Series,2017,19998,Semi-Auto,8333,Petrol,145,48.7,2.0
 5 Series,2016,17498,Semi-Auto,19218,Diesel,30,62.8,2.0
 X1,2016,18797,Automatic,13505,Diesel,125,57.6,2.0
 3 Series,2016,16747,Semi-Auto,25513,Diesel,145,56.5,3.0
 3 Series,2017,19047,Automatic,16844,Diesel,145,56.5,3.0
 3 Series,2017,14050,Manual,20829,Petrol,145,48.7,2.0
 5 Series,2016,13991,Semi-Auto,44002,Diesel,20,68.9,2.0
 1 Series,2016,14991,Manual,7000,Diesel,30,65.7,2.0
 1 Series,2016,13491,Manual,24000,Diesel,30,65.7,2.0
 1 Series,2017,12491,Manual,19167,Diesel,20,68.9,2.0
 2 Series,2015,11679,Manual,46200,Petrol,30,54.3,1.5
 3 Series,2013,10170,Manual,49102,Diesel,125,57.6,2.0
 2 Series,2017,15750,Semi-Auto,18652,Diesel,145,65.7,2.0
 1 Series,2016,13895,Semi-Auto,31453,Diesel,20,67.3,2.0
 1 Series,2018,13295,Manual,18712,Diesel,145,50.4,2.0
 5 Series,2015,17000,Semi-Auto,40750,Diesel,160,50.4,3.0
 3 Series,2015,13000,Manual,61443,Petrol,200,39.8,2.0
 2 Series,2018,16998,Manual,5898,Petrol,145,42.2,1.5
 2 Series,2015,18998,Semi-Auto,24859,Petrol,260,37.2,3.0
 2 Series,2019,16998,Manual,3935,Petrol,150,40.9,1.5
 3 Series,2017,18995,Semi-Auto,23505,Diesel,145,64.2,2.0
 2 Series,2014,11999,Manual,31289,Diesel,30,62.8,2.0
 2 Series,2014,11999,Manual,31289,Diesel,30,62.8,2.0
 2 Series,2018,17498,Semi-Auto,5346,Petrol,145,39.8,1.5
 X1,2017,18998,Semi-Auto,32217,Diesel,145,55.4,2.0
 3 Series,2014,12998,Manual,31826,Diesel,125,57.6,2.0
 X4,2016,20998,Semi-Auto,62862,Diesel,205,47.9,3.0
 3 Series,2017,14498,Semi-Auto,38328,Petrol,150,51.4,2.0
 5 Series,2018,25998,Semi-Auto,30810,Diesel,150,60.1,3.0
 1 Series,2019,19498,Semi-Auto,9739,Diesel,145,67.3,2.0
 X1,2017,18998,Semi-Auto,28686,Diesel,125,57.6,2.0
 2 Series,2018,14998,Manual,20001,Petrol,150,50.4,1.5
 8 Series,2019,69898,Automatic,4075,Petrol,145,26.7,3.0
 3 Series,2019,29998,Semi-Auto,8765,Petrol,145,41.5,2.0
 8 Series,2019,84898,Semi-Auto,3185,Petrol,145,24.4,4.4
 M4,2019,44898,Semi-Auto,8124,Petrol,145,34.0,3.0
 X5,2016,32998,Automatic,12525,Diesel,200,47.1,3.0
 5 Series,2019,30998,Semi-Auto,11675,Diesel,145,56.5,3.0
 2 Series,2018,17998,Semi-Auto,5877,Petrol,145,40.9,1.5
 3 Series,2019,25898,Semi-Auto,11917,Diesel,150,52.3,2.0
 3 Series,2019,28898,Semi-Auto,1250,Petrol,145,42.2,2.0
 3 Series,2017,19898,Semi-Auto,40238,Diesel,145,53.3,3.0
 5 Series,2017,23898,Semi-Auto,11896,Diesel,30,65.7,2.0
 1 Series,2017,17498,Semi-Auto,17640,Diesel,145,65.7,2.0
 2 Series,2016,12498,Manual,16793,Petrol,30,57.6,1.5
 3 Series,2017,17998,Semi-Auto,32000,Diesel,145,62.8,2.0
 7 Series,2018,25998,Semi-Auto,22892,Petrol,145,41.5,3.0
 8 Series,2019,67898,Semi-Auto,7903,Diesel,145,38.2,3.0
 1 Series,2017,20498,Semi-Auto,16875,Petrol,145,39.8,3.0
 4 Series,2019,21998,Semi-Auto,11032,Diesel,145,65.7,2.0
 1 Series,2018,15498,Manual,5953,Petrol,150,53.3,1.5
 1 Series,2017,13698,Semi-Auto,12102,Diesel,0,78.5,1.5
 5 Series,2017,23998,Semi-Auto,13970,Diesel,145,65.7,2.0
 6 Series,2016,22798,Semi-Auto,19366,Petrol,260,36.7,3.0
 M4,2018,36498,Semi-Auto,7732,Petrol,145,34.0,3.0
 X1,2017,19498,Semi-Auto,18798,Diesel,145,55.4,2.0
 2 Series,2017,15998,Semi-Auto,30330,Diesel,145,64.2,2.0
 4 Series,2018,19498,Semi-Auto,27198,Diesel,145,65.7,2.0
 1 Series,2017,14498,Manual,28831,Diesel,145,65.7,2.0
 X1,2014,9998,Semi-Auto,68647,Diesel,160,52.3,2.0
 1 Series,2017,20250,Semi-Auto,20336,Petrol,200,39.8,3.0
 6 Series,2016,18737,Automatic,37868,Diesel,160,51.4,3.0
 3 Series,2017,20498,Automatic,17521,Diesel,145,53.3,3.0
 3 Series,2016,17298,Semi-Auto,27985,Hybrid,0,134.5,2.0
 1 Series,2014,9460,Manual,53872,Diesel,30,65.7,2.0
 3 Series,2013,10850,Automatic,73271,Diesel,145,55.4,3.0
 X5,2015,23491,Automatic,43271,Diesel,205,47.9,2.0
 2 Series,2018,16798,Manual,14534,Diesel,145,57.7,1.5
 3 Series,2019,23498,Automatic,9117,Diesel,145,54.3,2.0
 5 Series,2016,17498,Semi-Auto,29823,Diesel,160,51.4,3.0
 1 Series,2015,11950,Semi-Auto,67500,Diesel,20,67.3,2.0
 X4,2016,21995,Automatic,38900,Diesel,145,54.3,2.0
 1 Series,2016,13950,Semi-Auto,40000,Diesel,20,67.3,2.0
 3 Series,2015,15195,Semi-Auto,56000,Diesel,145,56.5,2.0
 5 Series,2014,15495,Semi-Auto,51565,Diesel,160,51.4,2.0
 X2,2019,23890,Semi-Auto,5743,Petrol,145,38.7,2.0
 1 Series,2016,11498,Manual,68985,Diesel,20,68.9,2.0
 3 Series,2018,17498,Semi-Auto,16149,Petrol,145,51.4,1.5
 B-MAX,2019,48898,Semi-Auto,25,Petrol,145,29.1,3.0
 5 Series,2017,24498,Semi-Auto,20657,Diesel,145,60.1,2.0
 X1,2016,16998,Manual,13612,Diesel,125,60.1,2.0
 X5,2019,58898,Semi-Auto,10,Diesel,145,37.7,3.0
 X4,2020,43898,Semi-Auto,2679,Petrol,145,26.9,3.0
 1 Series,2016,18998,Manual,24997,Petrol,260,36.2,3.0
 X5,2019,49998,Semi-Auto,7101,Diesel,145,37.7,3.0
 2 Series,2015,19898,Semi-Auto,11711,Petrol,260,37.2,3.0
 5 Series,2017,23898,Semi-Auto,46954,Diesel,145,60.1,3.0
 M4,2019,45898,Semi-Auto,25,Petrol,145,34.0,3.0
 1 Series,2016,17898,Manual,26447,Petrol,300,35.3,3.0
 X1,2016,20998,Semi-Auto,26821,Petrol,160,44.8,2.0
 1 Series,2017,15498,Manual,19217,Petrol,150,52.3,1.5
 i3,2017,19998,Automatic,41146,Hybrid,0,470.8,0.0
 3 Series,2017,19998,Semi-Auto,24059,Diesel,150,53.3,3.0
 i3,2017,21898,Automatic,10839,Hybrid,0,470.8,0.0
 3 Series,2019,26898,Semi-Auto,10707,Diesel,150,52.3,2.0
 3 Series,2019,23298,Semi-Auto,10785,Diesel,150,54.3,2.0
 3 Series,2019,29998,Semi-Auto,10035,Petrol,145,41.5,2.0
 M4,2019,47898,Semi-Auto,5650,Petrol,145,32.5,3.0
 2 Series,2019,23898,Automatic,6375,Diesel,145,61.4,2.0
 4 Series,2019,30898,Semi-Auto,6123,Diesel,150,49.6,3.0
 6 Series,2014,17898,Semi-Auto,64215,Diesel,160,49.6,3.0
 X2,2019,27898,Semi-Auto,3770,Diesel,145,50.4,2.0
 X5,2018,36898,Automatic,33012,Petrol,150,29.1,4.4
 3 Series,2017,19898,Semi-Auto,30824,Hybrid,140,134.5,2.0
 M4,2019,40950,Semi-Auto,19322,Petrol,150,34.0,3.0
 X1,2017,17900,Manual,34625,Diesel,150,60.1,2.0
 4 Series,2015,13995,Manual,33755,Petrol,160,44.8,2.0
 3 Series,2013,10200,Manual,56423,Petrol,200,40.4,2.0
 5 Series,2017,21440,Semi-Auto,34779,Diesel,150,62.8,2.0
 5 Series,2016,18385,Semi-Auto,45356,Diesel,160,51.4,3.0
 4 Series,2018,21840,Semi-Auto,10291,Diesel,150,65.7,2.0
 3 Series,2015,16480,Semi-Auto,57377,Diesel,165,51.4,3.0
 5 Series,2016,15485,Semi-Auto,50492,Diesel,30,62.8,2.0
 5 Series,2019,26798,Semi-Auto,16128,Diesel,145,60.1,2.0
 3 Series,2019,32995,Manual,612,Diesel,145,54.3,2.0
 4 Series,2016,23990,Semi-Auto,22254,Petrol,200,41.5,3.0
 2 Series,2016,21490,Semi-Auto,20348,Petrol,200,39.8,3.0
 X3,2019,39500,Semi-Auto,1704,Diesel,145,54.3,2.0
 X3,2019,39500,Semi-Auto,105,Diesel,145,54.3,2.0
 X3,2019,36900,Semi-Auto,2367,Diesel,145,54.3,2.0
 X2,2018,23900,Semi-Auto,3391,Diesel,145,61.4,2.0
 3 Series,2018,20000,Semi-Auto,17892,Diesel,145,60.1,2.0
 X7,2019,74990,Semi-Auto,9200,Diesel,145,31.4,3.0
 X5,2019,54900,Semi-Auto,10,Diesel,150,37.7,3.0
 X1,2017,17790,Semi-Auto,36885,Diesel,125,60.1,2.0
 6 Series,2019,32000,Semi-Auto,2500,Petrol,150,42.8,2.0
 X1,2017,21998,Semi-Auto,5020,Diesel,145,60.1,2.0
 1 Series,2016,13998,Manual,19188,Diesel,20,70.6,1.5
 1 Series,2019,16500,Manual,5450,Diesel,145,72.4,1.5
 3 Series,2019,34000,Semi-Auto,4650,Diesel,145,47.9,3.0
 5 Series,2019,29000,Semi-Auto,4727,Diesel,145,62.8,2.0
 3 Series,2019,32990,Semi-Auto,5400,Diesel,145,49.6,2.0
 3 Series,2019,30000,Manual,5385,Diesel,145,54.3,2.0
 7 Series,2016,33000,Semi-Auto,18190,Petrol,200,40.4,3.0
 3 Series,2019,35000,Semi-Auto,7685,Diesel,145,48.7,2.0
 1 Series,2017,14898,Manual,28133,Diesel,145,65.7,2.0
 5 Series,2019,29998,Semi-Auto,5000,Diesel,145,62.8,2.0
 4 Series,2019,28898,Semi-Auto,5000,Petrol,145,48.7,2.0
 3 Series,2019,26498,Semi-Auto,16151,Diesel,145,48.7,2.0
 X5,2014,18998,Automatic,84512,Diesel,205,47.9,2.0
 1 Series,2013,6998,Manual,57125,Petrol,150,49.6,1.6
 X2,2018,22898,Semi-Auto,21150,Petrol,145,38.7,2.0
 3 Series,2016,18898,Automatic,13493,Petrol,160,44.1,2.0
 X1,2017,19498,Automatic,27490,Diesel,145,57.6,2.0
 5 Series,2019,29898,Semi-Auto,7730,Diesel,145,60.1,2.0
 1 Series,2019,25898,Manual,3000,Petrol,145,41.5,1.5
 3 Series,2019,29998,Manual,5000,Diesel,145,54.3,2.0
 3 Series,2018,21898,Semi-Auto,6425,Petrol,145,48.7,2.0
 X3,2019,53898,Semi-Auto,6520,Petrol,145,24.8,3.0
 3 Series,2019,23898,Automatic,11603,Diesel,145,52.3,2.0
 1 Series,2019,19598,Semi-Auto,11308,Diesel,145,67.3,2.0
 1 Series,2019,18998,Semi-Auto,10974,Diesel,145,48.7,2.0
 1 Series,2016,15498,Semi-Auto,35340,Diesel,30,65.7,2.0
 4 Series,2019,29990,Semi-Auto,10013,Diesel,145,49.6,3.0
 4 Series,2019,29990,Semi-Auto,6644,Diesel,145,49.6,3.0
 1 Series,2019,33500,Semi-Auto,5354,Diesel,145,48.7,2.0
 6 Series,2018,28495,Semi-Auto,21525,Diesel,145,49.6,3.0
 X1,2015,16900,Semi-Auto,42530,Diesel,125,57.6,2.0
 5 Series,2019,25500,Automatic,1032,Diesel,145,65.7,2.0
 X2,2018,23750,Semi-Auto,15093,Diesel,145,58.9,2.0
 3 Series,2019,26390,Semi-Auto,5288,Diesel,145,57.7,2.0
 4 Series,2019,25000,Semi-Auto,10996,Diesel,145,60.1,2.0
 1 Series,2019,18990,Manual,6615,Diesel,145,70.6,1.5
 1 Series,2019,18900,Manual,5379,Diesel,145,70.6,1.5
 X4,2017,38000,Semi-Auto,14894,Petrol,300,34.0,3.0
 X2,2019,23000,Semi-Auto,929,Petrol,145,40.4,2.0
 3 Series,2017,19990,Semi-Auto,25212,Diesel,145,62.8,2.0
 X4,2019,44000,Semi-Auto,3253,Petrol,145,26.9,3.0
 4 Series,2019,27000,Semi-Auto,1400,Diesel,145,65.7,2.0
 1 Series,2019,34990,Semi-Auto,4020,Diesel,145,48.7,2.0
 X1,2019,28500,Manual,105,Diesel,145,68.9,2.0
 X1,2019,31490,Manual,105,Diesel,145,60.1,2.0
 X1,2019,30900,Semi-Auto,678,Diesel,145,65.7,2.0
 X1,2016,19850,Semi-Auto,14542,Diesel,125,60.1,2.0
 X1,2016,18490,Manual,19064,Diesel,125,60.1,2.0
 5 Series,2018,27990,Semi-Auto,18327,Diesel,145,60.1,3.0
 X1,2019,22500,Manual,1272,Petrol,145,54.3,1.5
 X4,2018,34000,Semi-Auto,935,Diesel,145,42.8,2.0
 X1,2016,19000,Semi-Auto,15605,Diesel,125,60.1,2.0
 1 Series,2019,25490,Semi-Auto,5379,Petrol,145,39.8,3.0
 X3,2016,21000,Semi-Auto,15989,Diesel,145,54.3,2.0
 X3,2016,19490,Semi-Auto,43688,Diesel,145,54.3,2.0
 2 Series,2018,16998,Manual,12792,Diesel,150,51.4,2.0
 3 Series,2017,20898,Semi-Auto,17131,Diesel,150,64.2,2.0
 X4,2019,33898,Semi-Auto,10792,Diesel,150,42.8,2.0
 X3,2017,24500,Semi-Auto,12674,Diesel,145,54.3,2.0
 2 Series,2019,22500,Semi-Auto,5058,Petrol,145,50.4,2.0
 3 Series,2018,24990,Semi-Auto,13271,Diesel,150,53.3,3.0
 X5,2019,67500,Automatic,6000,Hybrid,140,141.2,1.5
 X1,2016,19295,Semi-Auto,13049,Diesel,125,57.6,2.0
 2 Series,2015,14998,Semi-Auto,29809,Diesel,20,68.9,2.0
 7 Series,2019,48898,Semi-Auto,5000,Petrol,145,34.5,3.0
 2 Series,2016,14998,Semi-Auto,32274,Petrol,125,51.4,1.5
 1 Series,2013,10998,Semi-Auto,41501,Diesel,30,64.2,2.0
 3 Series,2016,13998,Manual,47274,Petrol,200,41.5,2.0
 3 Series,2016,13498,Semi-Auto,45341,Diesel,0,74.3,2.0
 X3,2015,16998,Semi-Auto,73312,Diesel,145,54.3,2.0
 2 Series,2019,27500,Automatic,3286,Petrol,145,39.8,3.0
 2 Series,2019,22000,Manual,3266,Petrol,145,52.3,1.5
 2 Series,2019,22000,Manual,2560,Petrol,145,52.3,1.5
 2 Series,2019,21500,Manual,4067,Petrol,145,52.3,1.5
 5 Series,2019,30000,Semi-Auto,5479,Petrol,145,50.4,2.0
 5 Series,2019,36500,Semi-Auto,4971,Diesel,145,55.4,2.0
 2 Series,2019,22990,Manual,3205,Petrol,145,52.3,1.5
 3 Series,2019,32990,Semi-Auto,9503,Diesel,145,49.6,2.0
 X5,2017,48898,Automatic,36127,Hybrid,0,134.5,1.5
 X1,2016,20900,Semi-Auto,15537,Petrol,165,44.8,2.0
 2 Series,2016,15490,Manual,7390,Petrol,165,44.8,2.0
 1 Series,2019,21900,Manual,917,Petrol,150,44.8,1.5
 1 Series,2019,22900,Manual,969,Diesel,150,68.9,2.0
 7 Series,2019,47000,Semi-Auto,5113,Diesel,145,44.1,3.0
 X3,2019,33990,Semi-Auto,11,Diesel,145,54.3,2.0
 3 Series,2017,23500,Semi-Auto,21798,Diesel,145,49.6,3.0
 3 Series,2019,22000,Semi-Auto,10300,Diesel,145,55.4,2.0
 X5,2019,52500,Semi-Auto,5597,Diesel,145,37.7,3.0
 5 Series,2019,26000,Semi-Auto,12209,Diesel,145,62.8,2.0
 1 Series,2019,23000,Semi-Auto,1956,Diesel,145,60.1,2.0
 3 Series,2019,24898,Semi-Auto,13125,Diesel,145,52.3,2.0
 1 Series,2016,15498,Manual,20233,Diesel,30,62.8,2.0
 1 Series,2017,14998,Semi-Auto,48972,Diesel,150,65.7,2.0
 X5,2017,36898,Automatic,28193,Petrol,150,29.1,4.4
 7 Series,2019,46898,Semi-Auto,7200,Diesel,150,42.2,3.0
 A8,2019,62898,Semi-Auto,4200,Petrol,150,26.9,4.4
 4 Series,2016,21898,Semi-Auto,10000,Diesel,160,52.3,3.0
 2 Series,2018,21498,Semi-Auto,1749,Diesel,145,47.1,2.0
 3 Series,2018,25990,Semi-Auto,8344,Diesel,145,53.3,3.0
 X6,2019,64900,Semi-Auto,7200,Diesel,145,33.2,3.0
 4 Series,2020,27490,Semi-Auto,100,Diesel,145,60.1,2.0
 4 Series,2020,28990,Semi-Auto,100,Diesel,145,52.3,3.0
 4 Series,2020,30750,Semi-Auto,100,Diesel,145,50.4,3.0
 3 Series,2016,16690,Semi-Auto,30271,Diesel,145,53.3,3.0
 2 Series,2017,16998,Semi-Auto,25544,Diesel,145,64.2,2.0
 5 Series,2017,23998,Semi-Auto,13373,Diesel,145,65.7,2.0
 4 Series,2019,21998,Semi-Auto,17417,Diesel,145,65.7,2.0
 2 Series,2019,16998,Manual,7201,Petrol,150,42.8,1.5
 2 Series,2017,16798,Semi-Auto,23843,Diesel,145,64.2,2.0
 3 Series,2016,11998,Semi-Auto,78980,Diesel,30,70.6,2.0
 1 Series,2019,17998,Manual,6047,Petrol,145,56.5,1.5
 3 Series,2019,23298,Semi-Auto,14320,Diesel,145,54.3,2.0
 5 Series,2017,24298,Semi-Auto,13863,Diesel,145,60.1,2.0
 2 Series,2018,19990,Semi-Auto,5600,Diesel,145,49.6,2.0
 8 Series,2019,72990,Semi-Auto,8200,Petrol,145,26.7,4.4
 7 Series,2019,42990,Semi-Auto,9931,Diesel,145,44.1,3.0
 5 Series,2013,12791,Semi-Auto,55642,Diesel,145,55.4,2.0
 1 Series,2017,14991,Manual,20847,Petrol,145,52.3,1.5
 2 Series,2016,14498,Manual,16735,Diesel,20,74.3,1.5
 3 Series,2018,16998,Semi-Auto,21879,Petrol,150,51.4,1.5
 2 Series,2016,20990,Semi-Auto,21924,Petrol,260,37.2,3.0
 3 Series,2015,15990,Manual,43574,Petrol,200,39.8,2.0
 X2,2019,24500,Semi-Auto,10112,Diesel,145,61.4,2.0
 X4,2019,35490,Semi-Auto,6250,Diesel,145,42.8,2.0
 X3,2019,38900,Semi-Auto,3302,Diesel,145,48.7,3.0
 3 Series,2018,17620,Automatic,20461,Diesel,145,60.1,2.0
 3 Series,2017,19991,Semi-Auto,27123,Diesel,145,62.8,2.0
 2 Series,2015,11991,Manual,52656,Diesel,30,62.8,2.0
 3 Series,2016,19998,Semi-Auto,26711,Diesel,160,51.4,3.0
 3 Series,2017,15998,Semi-Auto,15931,Petrol,125,51.4,2.0
 X1,2016,18998,Manual,10935,Diesel,125,58.9,2.0
 3 Series,2019,26998,Semi-Auto,13268,Diesel,145,48.7,2.0
 2 Series,2019,20498,Semi-Auto,6195,Petrol,145,47.9,2.0
 2 Series,2015,11998,Semi-Auto,30738,Diesel,20,68.9,2.0
 2 Series,2019,18498,Semi-Auto,4079,Petrol,150,39.8,1.5
 X3,2015,14998,Semi-Auto,34348,Diesel,150,55.4,2.0
 3 Series,2018,21998,Semi-Auto,14008,Diesel,145,62.8,2.0
 1 Series,2016,18498,Semi-Auto,36523,Petrol,205,39.8,3.0
 3 Series,2015,15998,Semi-Auto,47812,Diesel,160,51.4,3.0
 Ka+,2014,13498,Manual,22080,Petrol,205,41.5,2.0
 5 Series,2015,17998,Semi-Auto,41858,Diesel,200,48.7,3.0
 X4,2019,33998,Semi-Auto,4231,Diesel,150,42.8,2.0
 1 Series,2019,18998,Manual,12250,Diesel,150,70.6,1.5
 1 Series,2019,21898,Manual,4100,Petrol,150,41.5,1.5
 3 Series,2018,20140,Automatic,2674,Diesel,145,64.2,2.0
 4 Series,2018,22991,Semi-Auto,10990,Diesel,145,65.7,2.0
 X5,2015,19991,Automatic,62839,Diesel,200,47.9,3.0
 1 Series,2016,16998,Manual,21076,Petrol,300,35.3,3.0
 3 Series,2017,11498,Manual,51299,Petrol,125,52.3,1.5
 2 Series,2015,14298,Semi-Auto,25970,Diesel,125,58.9,2.0
 3 Series,2019,26498,Semi-Auto,11504,Petrol,150,41.5,2.0
 1 Series,2016,14998,Semi-Auto,25253,Petrol,125,54.3,1.5
 X3,2015,18298,Semi-Auto,58779,Diesel,145,54.3,2.0
 5 Series,2019,27698,Automatic,8722,Diesel,145,60.1,2.0
 3 Series,2015,12498,Manual,32082,Petrol,125,52.3,1.5
 Ka+,2015,13498,Semi-Auto,48444,Petrol,200,41.5,2.0
 2 Series,2019,18298,Semi-Auto,1230,Petrol,145,50.4,2.0
 2 Series,2017,10000,Manual,51493,Petrol,30,55.4,1.5
 3 Series,2015,13991,Manual,37373,Diesel,30,64.2,2.0
 3 Series,2016,17750,Manual,15082,Petrol,200,41.5,2.0
 3 Series,2018,21490,Semi-Auto,18385,Petrol,145,48.7,2.0
 X1,2013,7998,Manual,64698,Diesel,160,51.4,2.0
 X1,2016,17998,Manual,14300,Diesel,125,58.9,2.0
 4 Series,2015,13198,Manual,62477,Diesel,30,62.8,2.0
 2 Series,2017,16498,Semi-Auto,24354,Diesel,145,64.2,2.0
 X6,2017,30998,Semi-Auto,21756,Diesel,145,47.1,3.0
 2 Series,2019,24998,Semi-Auto,8555,Diesel,145,46.3,2.0
 3 Series,2017,13998,Manual,37323,Diesel,150,67.3,2.0
 3 Series,2013,8490,Manual,68578,Diesel,30,61.4,2.0
 4 Series,2018,21500,Semi-Auto,768,Diesel,145,65.7,2.0
 2 Series,2015,15500,Semi-Auto,25180,Diesel,20,68.9,2.0
 5 Series,2017,22000,Semi-Auto,30109,Diesel,150,65.7,2.0
 3 Series,2017,18998,Semi-Auto,30355,Diesel,145,64.2,2.0
 1 Series,2017,13995,Semi-Auto,18124,Diesel,145,70.6,2.0
 X3,2014,14495,Semi-Auto,44000,Diesel,165,50.4,2.0
 3 Series,2013,7495,Manual,83000,Diesel,30,62.8,2.0
 X3,2017,20495,Semi-Auto,33275,Diesel,150,54.3,2.0
 3 Series,2019,29998,Semi-Auto,4918,Diesel,150,52.3,2.0
 2 Series,2017,16498,Semi-Auto,27811,Diesel,145,64.2,2.0
 2 Series,2017,17498,Semi-Auto,19307,Diesel,145,64.2,2.0
 2 Series,2017,17498,Semi-Auto,21809,Diesel,145,64.2,2.0
 2 Series,2017,16798,Semi-Auto,25884,Diesel,145,64.2,2.0
 X3,2016,20998,Semi-Auto,25574,Diesel,145,54.3,2.0
 3 Series,2018,19998,Semi-Auto,4807,Diesel,145,64.2,2.0
 X3,2016,16998,Semi-Auto,63589,Diesel,145,54.3,2.0
 1 Series,2016,14298,Manual,22265,Diesel,20,70.6,1.5
 Fiesta,2017,12000,Automatic,15944,Petrol,150,57.7,1.0
 Focus,2018,14000,Manual,9083,Petrol,150,57.7,1.0
 Focus,2017,13000,Manual,12456,Petrol,150,57.7,1.0
 Fiesta,2019,17500,Manual,10460,Petrol,145,40.3,1.5
 Fiesta,2019,16500,Automatic,1482,Petrol,145,48.7,1.0
 Fiesta,2015,10500,Manual,35432,Petrol,145,47.9,1.6
 IX20,2019,22500,Manual,2029,Petrol,145,50.4,1.0
 Fiesta,2017,9000,Manual,13054,Petrol,145,54.3,1.2
 Kuga,2019,25500,Automatic,6894,Diesel,145,42.2,2.0
 Focus,2018,10000,Manual,48141,Petrol,145,61.4,1.0
 Fiesta,2018,11561,Manual,18803,Petrol,145,56.5,1.0
 EcoSport,2018,13500,Manual,12065,Petrol,145,54.3,1.0
 Fiesta,2017,11000,Manual,20978,Petrol,0,65.7,1.0
 Kuga,2018,17999,Semi-Auto,9002,Diesel,145,54.3,2.0
 Kuga,2018,18999,Semi-Auto,8970,Diesel,145,58.9,1.5
 Kuga,2018,14399,Manual,12810,Diesel,145,64.2,1.5
 Kuga,2019,17999,Manual,10428,Diesel,145,38.2,2.0
 Kuga,2018,16899,Manual,14680,Diesel,145,54.3,2.0
 Fiesta,2017,10999,Manual,12427,Petrol,20,62.8,1.0
 Fiesta,2019,12500,Manual,25521,Petrol,145,55.4,1.0
 Fiesta,2018,9499,Manual,20400,Petrol,145,55.4,1.1
 Fiesta,2017,10500,Manual,24926,Petrol,145,65.7,1.0
 Fiesta,2017,8995,Manual,26163,Petrol,145,65.7,1.0
 Kuga,2014,8995,Manual,59000,Diesel,160,47.9,2.0
 Fiesta,2014,6795,Manual,35299,Petrol,0,65.7,1.0
 Focus,2017,18499,Manual,13063,Petrol,145,41.5,2.0
 C-MAX,2018,11799,Manual,23800,Diesel,145,68.9,1.5
 Fiesta,2015,8299,Manual,25935,Petrol,0,65.7,1.0
 Fiesta,2018,12499,Manual,8700,Petrol,145,58.9,1.0
 Fiesta,2017,8699,Manual,25000,Petrol,125,54.3,1.2
 Fiesta,2016,7999,Manual,60730,Diesel,0,78.5,1.5
 Fiesta,2017,8991,Manual,18561,Petrol,145,54.3,1.2
 Focus,2019,18990,Manual,8400,Petrol,145,60.1,1.0
 Fiesta,2013,7236,Manual,39090,Petrol,0,65.7,1.0
 Kuga,2018,15287,Semi-Auto,33149,Diesel,145,58.9,1.5
 Mondeo,2019,20000,Manual,24,Diesel,145,65.7,2.0
 EcoSport,2020,20000,Manual,558,Petrol,145,53.3,1.0
 Kuga,2019,21378,Manual,3259,Diesel,145,39.2,2.0
 Fiesta,2018,9814,Manual,15100,Petrol,145,65.7,1.0
 Ka+,2018,8261,Manual,25000,Petrol,145,57.7,1.2
 Fiesta,2017,8788,Manual,15612,Petrol,145,65.7,1.0
 Fiesta,2018,12251,Manual,8920,Petrol,145,58.9,1.0
 Kuga,2017,16320,Manual,24803,Diesel,145,60.1,2.0
 Fiesta,2019,13140,Manual,7,Petrol,145,48.7,1.1
 Fiesta,2018,10491,Semi-Auto,43019,Petrol,145,48.7,1.0
 Kuga,2016,13870,Semi-Auto,41607,Diesel,145,54.3,2.0
 Focus,2017,14960,Manual,23554,Petrol,145,41.5,2.0
 Fiesta,2019,13540,Manual,6923,Petrol,145,58.9,1.0
 Focus,2019,17970,Manual,10985,Diesel,145,74.3,1.5
 C-MAX,2017,9330,Manual,29617,Diesel,20,68.9,1.5
 Fiesta,2016,6000,Manual,47613,Petrol,0,65.7,1.0
 Ka+,2019,8995,Manual,5122,Petrol,145,43.5,1.2
